sr_no,pack_id,sheet_name,parameters,step_id,row_position,range_name,standard,unit,formulas,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BX,BZ,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,CM,CN,CO,CP,CQ,CR,CS,CT,CU,CV,CW,CX,CY,CZ,DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM,DN,graph_table,row_sequence,case_match
254,19,Record Layer,BMS_SOC,12,all,range,"47,53",%,A,BMS_SOC(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,46,equivalent_to
257,10,Step Layer,Initial_Pack_voltage,1--1,NA,>=,240,Voltage,A,Start Volt(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,1,equivalent_to
258,10,Step Layer,Pack_Discharging_capacity,"1--6,1--8,1--10",NA,>=,58.5,Ah,A+B+C,Discharge Capacity(Ah),Discharge Capacity(Ah),Discharge Capacity(Ah),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,2,equivalent_to
259,10,Record Layer,Charging_min_Voltage_after_standing,5,last,>=,3.300,Voltage,A/1000,ESS_BMS_BattCellVoltage_Min_V(mV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,3,equivalent_to
260,10,Record Layer,Voltage_difference_before_test,1,last,<=,10,mV,A,Vdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,4,equivalent_to
261,10,Record Layer,Charging_Voltage_difference_after_standing,6,last,<=,150,mV,A,Vdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,5,equivalent_to
262,10,Record Layer,Charging_terminal_Voltage_difference,5,last,<=,300,mV,A,Vdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,6,equivalent_to
263,10,Record Layer,Discharge_Voltage_difference_after_standing,11,last,<=,300,mV,A,Vdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,7,equivalent_to
264,10,Record Layer,Discharge_terminal_Voltage_difference,10,last,<=,350,mV,A,Vdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,8,equivalent_to
265,10,Record Layer,Min_Cell_Voltage_Number_at_Discharge,10,last,>=,3.200,Voltage,A,ESS_BMS_MinCellVoltage_No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,9,equivalent_to
266,10,Step Layer,DCIR_Test,1--8,NA,<=,180,m?,((A-B)/120)*1000,Start Volt(V),End Volt(V),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,10,equivalent_to
267,10,Step Layer,Discharge_energy_KWH,"1--6,1--8,1--10",NA,>=,17.84,kWh,(A+B+C)/1000,Discharge Energy(Wh),Discharge Energy(Wh),Discharge Energy(Wh),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,11,equivalent_to
268,10,Record Layer,Maximum_Operating_Temperature,10,last,<=,55,° C,A,ESS_BMS_BattTemp_Max_degC(deg C),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,12,equivalent_to
269,10,Record Layer,Discharge_temperature_difference,10,last,<=,15,° C,A,Tdiff,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,13,equivalent_to
270,10,Step Layer,Charge_energy_KWH,"1--2,1--3,1--4",NA,>=,1,kWh,(A+B+C)/1000,Charge Energy(Wh),Charge Energy(Wh),Charge Energy(Wh),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,14,equivalent_to
271,10,Step Layer,Pack_Charging_capacity,"1--2,1--3,1--4",NA,>=,1,Ah,A+B+C,Charge Capacity(Ah),Charge Capacity(Ah),Charge Capacity(Ah),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,15,equivalent_to
272,10,Record Layer,BMS_SOC,13,all,range,"47,53",%,A,ESS_BMS_BattPackAbsoluteSOC_Perc(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,16,equivalent_to
273,10,Record Layer,SOC,"1,2,3,4,5,6,7,8,9,10,11,12,13",all,range,"47,53",%,A[last],ESS_BMS_BattPackAbsoluteSOC_Perc(%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,17,equivalent_to
274,10,Record Layer,Charging_Graph,4,last,NA,NA,NA,NA,ESS_PCK_BattCell96_Act_V(mV),ESS_PCK_BattCell95_Act_V(mV),ESS_PCK_BattCell94_Act_V(mV),ESS_PCK_BattCell93_Act_V(mV),ESS_PCK_BattCell92_Act_V(mV),ESS_PCK_BattCell91_Act_V(mV),ESS_PCK_BattCell90_Act_V(mV),ESS_PCK_BattCell89_Act_V(mV),ESS_PCK_BattCell88_Act_V(mV),ESS_PCK_BattCell87_Act_V(mV),ESS_PCK_BattCell86_Act_V(mV),ESS_PCK_BattCell85_Act_V(mV),ESS_PCK_BattCell84_Act_V(mV),ESS_PCK_BattCell83_Act_V(mV),ESS_PCK_BattCell82_Act_V(mV),ESS_PCK_BattCell81_Act_V(mV),ESS_PCK_BattCell80_Act_V(mV),ESS_PCK_BattCell79_Act_V(mV),ESS_PCK_BattCell78_Act_V(mV),ESS_PCK_BattCell77_Act_V(mV),ESS_PCK_BattCell76_Act_V(mV),ESS_PCK_BattCell75_Act_V(mV),ESS_PCK_BattCell74_Act_V(mV),ESS_PCK_BattCell73_Act_V(mV),ESS_PCK_BattCell72_Act_V(mV),ESS_PCK_BattCell71_Act_V(mV),ESS_PCK_BattCell70_Act_V(mV),ESS_PCK_BattCell69_Act_V(mV),ESS_PCK_BattCell68_Act_V(mV),ESS_PCK_BattCell67_Act_V(mV),ESS_PCK_BattCell66_Act_V(mV),ESS_PCK_BattCell65_Act_V(mV),ESS_PCK_BattCell64_Act_V(mV),ESS_PCK_BattCell63_Act_V(mV),ESS_PCK_BattCell62_Act_V(mV),ESS_PCK_BattCell61_Act_V(mV),ESS_PCK_BattCell60_Act_V(mV),ESS_PCK_BattCell59_Act_V(mV),ESS_PCK_BattCell58_Act_V(mV),ESS_PCK_BattCell57_Act_V(mV),ESS_PCK_BattCell56_Act_V(mV),ESS_PCK_BattCell55_Act_V(mV),ESS_PCK_BattCell54_Act_V(mV),ESS_PCK_BattCell53_Act_V(mV),ESS_PCK_BattCell52_Act_V(mV),ESS_PCK_BattCell51_Act_V(mV),ESS_PCK_BattCell50_Act_V(mV),ESS_PCK_BattCell49_Act_V(mV),ESS_PCK_BattCell48_Act_V(mV),ESS_PCK_BattCell47_Act_V(mV),ESS_PCK_BattCell46_Act_V(mV),ESS_PCK_BattCell45_Act_V(mV),ESS_PCK_BattCell44_Act_V(mV),ESS_PCK_BattCell43_Act_V(mV),ESS_PCK_BattCell42_Act_V(mV),ESS_PCK_BattCell41_Act_V(mV),ESS_PCK_BattCell40_Act_V(mV),ESS_PCK_BattCell39_Act_V(mV),ESS_PCK_BattCell38_Act_V(mV),ESS_PCK_BattCell37_Act_V(mV),ESS_PCK_BattCell36_Act_V(mV),ESS_PCK_BattCell35_Act_V(mV),ESS_PCK_BattCell34_Act_V(mV),ESS_PCK_BattCell33_Act_V(mV),ESS_PCK_BattCell32_Act_V(mV),ESS_PCK_BattCell31_Act_V(mV),ESS_PCK_BattCell30_Act_V(mV),ESS_PCK_BattCell29_Act_V(mV),ESS_PCK_BattCell28_Act_V(mV),ESS_PCK_BattCell27_Act_V(mV),ESS_PCK_BattCell26_Act_V(mV),ESS_PCK_BattCell25_Act_V(mV),ESS_PCK_BattCell24_Act_V(mV),ESS_PCK_BattCell23_Act_V(mV),ESS_PCK_BattCell22_Act_V(mV),ESS_PCK_BattCell21_Act_V(mV),ESS_PCK_BattCell20_Act_V(mV),ESS_PCK_BattCell19_Act_V(mV),ESS_PCK_BattCell18_Act_V(mV),ESS_PCK_BattCell17_Act_V(mV),ESS_PCK_BattCell16_Act_V(mV),ESS_PCK_BattCell15_Act_V(mV),ESS_PCK_BattCell14_Act_V(mV),ESS_PCK_BattCell13_Act_V(mV),ESS_PCK_BattCell12_Act_V(mV),ESS_PCK_BattCell11_Act_V(mV),ESS_PCK_BattCell10_Act_V(mV),ESS_PCK_BattCell9_Act_V(mV),ESS_PCK_BattCell8_Act_V(mV),ESS_PCK_BattCell7_Act_V(mV),ESS_PCK_BattCell6_Act_V(mV),ESS_PCK_BattCell5_Act_V(mV),ESS_PCK_BattCell4_Act_V(mV),ESS_PCK_BattCell3_Act_V(mV),ESS_PCK_BattCell2_Act_V(mV),ESS_PCK_BattCell1_Act_V(mV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,graph,18,equivalent_to
275,10,Record Layer,Discharging_Graph,10,last,NA,NA,NA,NA,ESS_PCK_BattCell96_Act_V(mV),ESS_PCK_BattCell95_Act_V(mV),ESS_PCK_BattCell94_Act_V(mV),ESS_PCK_BattCell93_Act_V(mV),ESS_PCK_BattCell92_Act_V(mV),ESS_PCK_BattCell91_Act_V(mV),ESS_PCK_BattCell90_Act_V(mV),ESS_PCK_BattCell89_Act_V(mV),ESS_PCK_BattCell88_Act_V(mV),ESS_PCK_BattCell87_Act_V(mV),ESS_PCK_BattCell86_Act_V(mV),ESS_PCK_BattCell85_Act_V(mV),ESS_PCK_BattCell84_Act_V(mV),ESS_PCK_BattCell83_Act_V(mV),ESS_PCK_BattCell82_Act_V(mV),ESS_PCK_BattCell81_Act_V(mV),ESS_PCK_BattCell80_Act_V(mV),ESS_PCK_BattCell79_Act_V(mV),ESS_PCK_BattCell78_Act_V(mV),ESS_PCK_BattCell77_Act_V(mV),ESS_PCK_BattCell76_Act_V(mV),ESS_PCK_BattCell75_Act_V(mV),ESS_PCK_BattCell74_Act_V(mV),ESS_PCK_BattCell73_Act_V(mV),ESS_PCK_BattCell72_Act_V(mV),ESS_PCK_BattCell71_Act_V(mV),ESS_PCK_BattCell70_Act_V(mV),ESS_PCK_BattCell69_Act_V(mV),ESS_PCK_BattCell68_Act_V(mV),ESS_PCK_BattCell67_Act_V(mV),ESS_PCK_BattCell66_Act_V(mV),ESS_PCK_BattCell65_Act_V(mV),ESS_PCK_BattCell64_Act_V(mV),ESS_PCK_BattCell63_Act_V(mV),ESS_PCK_BattCell62_Act_V(mV),ESS_PCK_BattCell61_Act_V(mV),ESS_PCK_BattCell60_Act_V(mV),ESS_PCK_BattCell59_Act_V(mV),ESS_PCK_BattCell58_Act_V(mV),ESS_PCK_BattCell57_Act_V(mV),ESS_PCK_BattCell56_Act_V(mV),ESS_PCK_BattCell55_Act_V(mV),ESS_PCK_BattCell54_Act_V(mV),ESS_PCK_BattCell53_Act_V(mV),ESS_PCK_BattCell52_Act_V(mV),ESS_PCK_BattCell51_Act_V(mV),ESS_PCK_BattCell50_Act_V(mV),ESS_PCK_BattCell49_Act_V(mV),ESS_PCK_BattCell48_Act_V(mV),ESS_PCK_BattCell47_Act_V(mV),ESS_PCK_BattCell46_Act_V(mV),ESS_PCK_BattCell45_Act_V(mV),ESS_PCK_BattCell44_Act_V(mV),ESS_PCK_BattCell43_Act_V(mV),ESS_PCK_BattCell42_Act_V(mV),ESS_PCK_BattCell41_Act_V(mV),ESS_PCK_BattCell40_Act_V(mV),ESS_PCK_BattCell39_Act_V(mV),ESS_PCK_BattCell38_Act_V(mV),ESS_PCK_BattCell37_Act_V(mV),ESS_PCK_BattCell36_Act_V(mV),ESS_PCK_BattCell35_Act_V(mV),ESS_PCK_BattCell34_Act_V(mV),ESS_PCK_BattCell33_Act_V(mV),ESS_PCK_BattCell32_Act_V(mV),ESS_PCK_BattCell31_Act_V(mV),ESS_PCK_BattCell30_Act_V(mV),ESS_PCK_BattCell29_Act_V(mV),ESS_PCK_BattCell28_Act_V(mV),ESS_PCK_BattCell27_Act_V(mV),ESS_PCK_BattCell26_Act_V(mV),ESS_PCK_BattCell25_Act_V(mV),ESS_PCK_BattCell24_Act_V(mV),ESS_PCK_BattCell23_Act_V(mV),ESS_PCK_BattCell22_Act_V(mV),ESS_PCK_BattCell21_Act_V(mV),ESS_PCK_BattCell20_Act_V(mV),ESS_PCK_BattCell19_Act_V(mV),ESS_PCK_BattCell18_Act_V(mV),ESS_PCK_BattCell17_Act_V(mV),ESS_PCK_BattCell16_Act_V(mV),ESS_PCK_BattCell15_Act_V(mV),ESS_PCK_BattCell14_Act_V(mV),ESS_PCK_BattCell13_Act_V(mV),ESS_PCK_BattCell12_Act_V(mV),ESS_PCK_BattCell11_Act_V(mV),ESS_PCK_BattCell10_Act_V(mV),ESS_PCK_BattCell9_Act_V(mV),ESS_PCK_BattCell8_Act_V(mV),ESS_PCK_BattCell7_Act_V(mV),ESS_PCK_BattCell6_Act_V(mV),ESS_PCK_BattCell5_Act_V(mV),ESS_PCK_BattCell4_Act_V(mV),ESS_PCK_BattCell3_Act_V(mV),ESS_PCK_BattCell2_Act_V(mV),ESS_PCK_BattCell1_Act_V(mV),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,graph,19,equivalent_to
276,10,Record Layer,Insulation_Graph,"1,2,3,4,5,6,7,8,9,10,11,12,13",all,=,10000,kOhm,NA,ESS_BMS_IsolationResistance_Act_(kOhms),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all,20,equivalent_to
277,10,Record Layer,Pack_Volt_Samplling_Fault,"1,2,3,4,5,6,7,8,9,10,11,12,13",all,==,0,NA,A,ESS_BMS_PackVoltSamplingFault_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,21,equivalent_to
278,10,Record Layer,Precharge_Fault,"1,2,3,4,5,6,7,8,9,10,11,12,13",all,==,0,NA,A,ESS_BMS_PreChargeFailure_B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table,22,equivalent_to
